-0.15,0.00999998,0
-0.15,0.03,0
-0.15,0.05,0
-0.15,0.07,0
-0.15,0.09,0
-0.15,0.11,0
-0.15,0.13,0
-0.15,0.15,0
-0.13,0.00999998,0
-0.13,0.03,0
-0.13,0.05,0
-0.13,0.07,0
-0.13,0.09,0
-0.13,0.11,0
-0.13,0.13,0
-0.13,0.15,0
-0.13,0.17,0
-0.11,-0.01,0
-0.11,0.00999998,0
-0.11,0.03,0
-0.11,0.05,0
-0.11,0.07,0
-0.11,0.09,0
-0.11,0.11,0
-0.11,0.13,0
-0.11,0.15,0
-0.11,0.17,0
-0.11,0.19,0
-0.09,-0.05,0
-0.09,-0.03,0
-0.09,-0.01,0
-0.09,0.00999998,0
-0.09,0.03,0
-0.09,0.05,0
-0.09,0.07,0
-0.09,0.09,0
-0.09,0.11,0
-0.09,0.13,0
-0.09,0.15,0
-0.09,0.17,0
-0.09,0.19,0
-0.09,0.21,0
-0.07,-0.07,0
-0.07,-0.05,0
-0.07,-0.03,0
-0.07,-0.01,0
-0.07,0.00999998,0
-0.07,0.03,0
-0.07,0.05,0
-0.07,0.07,0
-0.07,0.09,0
-0.07,0.11,0
-0.07,0.13,0
-0.07,0.15,0
-0.07,0.17,0
-0.07,0.19,0
-0.07,0.21,0
-0.07,0.23,0
-0.05,-0.07,0
-0.05,-0.05,0
-0.05,-0.03,0
-0.05,-0.01,0
-0.05,0.00999998,0
-0.05,0.03,0
-0.05,0.05,0
-0.05,0.07,0
-0.05,0.09,0
-0.05,0.11,0
-0.05,0.13,0
-0.05,0.15,0
-0.05,0.17,0
-0.05,0.19,0
-0.05,0.21,0
-0.05,0.23,0
-0.03,-0.05,0
-0.03,-0.03,0
-0.03,-0.01,0
-0.03,0.00999998,0
-0.03,0.03,0
-0.03,0.05,0
-0.03,0.07,0
-0.03,0.09,0
-0.03,0.11,0
-0.03,0.13,0
-0.03,0.15,0
-0.03,0.17,0
-0.03,0.19,0
-0.03,0.21,0
-0.03,0.23,0
-0.03,0.25,0
-0.01,-0.05,0
-0.01,-0.03,0
-0.01,-0.01,0
-0.01,0.00999998,0
-0.01,0.03,0
-0.01,0.05,0
-0.01,0.07,0
-0.01,0.09,0
-0.01,0.11,0
-0.01,0.13,0
-0.01,0.15,0
-0.01,0.17,0
-0.01,0.19,0
-0.01,0.21,0
-0.01,0.23,0
-0.01,0.25,0
0.00999996,-0.03,0
0.00999996,-0.01,0
0.00999996,0.00999998,0
0.00999996,0.03,0
0.00999996,0.05,0
0.00999996,0.07,0
0.00999996,0.09,0
0.00999996,0.11,0
0.00999996,0.13,0
0.00999996,0.15,0
0.00999996,0.17,0
0.00999996,0.19,0
0.00999996,0.21,0
0.00999996,0.23,0
0.00999996,0.25,0
0.03,-0.01,0
0.03,0.00999998,0
0.03,0.03,0
0.03,0.05,0
0.03,0.07,0
0.03,0.09,0
0.03,0.11,0
0.03,0.13,0
0.03,0.15,0
0.03,0.17,0
0.03,0.19,0
0.03,0.21,0
0.03,0.23,0
0.03,0.25,0
0.05,0.05,0
0.05,0.07,0
0.05,0.11,0
0.05,0.13,0
0.05,0.15,0
0.05,0.17,0
0.05,0.19,0
0.05,0.21,0
0.05,0.23,0
0.05,0.25,0
0.07,0.13,0
0.07,0.15,0
0.07,0.17,0
0.07,0.19,0
0.07,0.21,0
0.07,0.23,0
0.07,0.25,0
0.07,0.27,0
0.09,0.13,0
0.09,0.15,0
0.09,0.17,0
0.09,0.19,0
0.09,0.21,0
0.09,0.23,0
0.09,0.25,0
0.09,0.27,0
-0.09,-0.13,0
-0.09,-0.11,0
-0.09,-0.09,0
-0.09,-0.07,0
-0.07,-0.15,0
-0.07,-0.13,0
-0.07,-0.11,0
-0.07,-0.09,0
-0.05,-0.17,0
-0.05,-0.15,0
-0.05,-0.13,0
-0.05,-0.11,0
-0.05,-0.09,0
-0.03,-0.17,0
-0.03,-0.15,0
-0.03,-0.13,0
-0.03,-0.11,0
-0.03,-0.09,0
-0.03,-0.07,0
-0.01,-0.17,0
-0.01,-0.15,0
-0.01,-0.13,0
-0.01,-0.11,0
-0.01,-0.09,0
-0.01,-0.07,0
0.00999996,-0.17,0
0.00999996,-0.15,0
0.00999996,-0.13,0
0.00999996,-0.11,0
0.00999996,-0.09,0
0.00999996,-0.07,0
0.00999996,-0.05,0
0.03,-0.15,0
0.03,-0.13,0
0.03,-0.11,0
0.03,-0.09,0
0.03,-0.07,0
0.03,-0.05,0
0.03,-0.03,0
0.05,-0.15,0
0.05,-0.13,0
0.05,-0.11,0
0.05,-0.09,0
0.05,-0.07,0
0.05,-0.05,0
0.05,-0.03,0
0.05,-0.01,0
0.07,-0.13,0
0.07,-0.11,0
0.07,-0.09,0
0.07,-0.07,0
0.07,-0.05,0
0.07,-0.03,0
0.07,-0.01,0
0.05,0.00999998,0
0.05,0.03,0
0.05,0.09,0
0.07,0.00999998,0
0.07,0.03,0
0.07,0.05,0
0.07,0.07,0
0.07,0.09,0
0.07,0.11,0
0.09,-0.03,0
0.09,-0.01,0
0.09,0.00999998,0
0.09,0.03,0
0.09,0.05,0
0.09,0.07,0
0.09,0.09,0
0.09,0.11,0
-0.15,-0.05,0
-0.15,-0.03,0
-0.15,-0.01,0
-0.13,-0.09,0
-0.13,-0.07,0
-0.13,-0.05,0
-0.13,-0.03,0
-0.13,-0.01,0
-0.11,-0.11,0
-0.11,-0.09,0
-0.11,-0.07,0
-0.11,-0.05,0
-0.11,-0.03,0
0.07,-0.15,0
0.09,-0.11,0
0.09,-0.09,0
0.09,-0.05,0
